uuid,name,address,phone,email,birth_date,product,total,amount,customer_lat,customer_long,purchase_date,user_agent,is_user,purchase_flag
4614,Rodney Davenport,"61379 Jensen Camp Apt. 317 West Robyn, IA 29275",(171)918-7709,mstevens@gmail.com,10/25/08,Grey Sweater,$22.50 ,0,-86.4008785,112.113345,9/13/16,"Mozilla/5.0 (Linux; Android 3.2.1) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/45.0.839.0 Safari/533.2",FALSE,1
4615,Donald Burnett,"0180 Johnson Valley Levyview, CO 16381",+1-689-185-4655x5221,elizabethsalazar@gaines.com,11/22/15,Pink Sweater,$10.99 ,6,-26.3647675,-44.198373,7/15/12,"Mozilla/5.0 (iPad; CPU iPad OS 12_4_8 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) FxiOS/14.1w2834.0 Mobile/59Y735 Safari/531.2",FALSE,1
4616,John Powers,"28805 Mason Mill Jonbury, MA 65541",9935086485,suarezedgar@yahoo.com,1/2/24,Grey Sweater,$19.99 ,5,-1.883136,-102.839111,3/1/09,Mozilla/5.0 (Android 4.0; Mobile; rv:39.0) Gecko/39.0 Firefox/39.0,FALSE,1
4617,Nicholas Cruz,"989 West Stream Suite 737 New Jacobchester, SC 91906",001-127-363-9031x38900,wilsonlaura@yahoo.com,8/20/68,Dark Grey Suit,$22.50 ,6,81.7709675,165.097568,6/10/01,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; nb-NO) AppleWebKit/535.10.3 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6535.10.3",FALSE,0
4618,Harry Gonzalez,"964 Ashley Extensions Harrisville, TN 62706",677-394-5609,michael69@perkins.com,4/15/17,Pink Sweater,$55.99 ,1,72.5641855,169.69408,9/23/07,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/5.1),FALSE,1
4619,Amanda Lee,"147 Obrien Point Deniseburgh, GA 09847",(077)727-7559,joshuabryant@hotmail.com,4/17/30,Dark Grey Suit,$19.99 ,2,-4.5336675,-6.6999,3/9/09,Opera/8.36.(X11; Linux x86_64; nan-TW) Presto/2.9.190 Version/12.00,TRUE,0
4620,Stacey Henderson,"2561 Parker Station Apt. 946 Jameston, VT 60538",920.890.0401,ericduncan@yahoo.com,8/22/73,Dark Grey Suit,$55.99 ,4,-55.5759595,-117.083435,5/2/21,Mozilla/5.0 (compatible; MSIE 5.0; Windows 98; Trident/5.0),TRUE,0
4621,Thomas Davenport,"68186 Jason Pass Suite 437 East Patty, KY 73097",823-066-8167,heathergreen@hotmail.com,12/8/56,Dark Grey Suit,$55.99 ,4,55.040828,58.397941,6/6/93,Opera/9.38.(Windows NT 5.01; lt-LT) Presto/2.9.190 Version/10.00,TRUE,0
4622,Hector Smith,"34280 Miller Gateway Suite 237 Meyersbury, KY 05424",4096195607,gibbswilliam@gmail.com,1/4/23,Dark Grey Suit,$55.99 ,1,89.377589,103.99961,1/27/13,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10 7_7 rv:2.0; sd-PK) AppleWebKit/531.13.5 (KHTML, like Gecko) Version/4.1 Safari/531.13.5",FALSE,0
4623,Cassandra Evans,"6425 Nathaniel Corner South Josephport, VA 16085",069.846.2885x39668,landerson@randolph.com,9/6/88,Dark Grey Suit,$55.99 ,0,-25.424352,150.200126,12/26/16,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 7_0; rv:1.9.6.20) Gecko/2020-07-21 10:02:13 Firefox/8.0,TRUE,1
4624,Samuel Collins,"205 Christopher Creek Suite 738 Nicholasmouth, MT 27126",885-286-5018x917,shawnaperkins@gmail.com,5/10/59,Pink Sweater,$22.50 ,5,42.3925485,-138.360938,8/18/10,Mozilla/5.0 (Windows NT 5.0; ik-CA; rv:1.9.0.20) Gecko/2018-09-29 15:25:45 Firefox/3.6.6,FALSE,1
4625,Jimmy George,"24650 Brennan Point Jamesbury, MD 35787",+1-291-775-7089x4885,caitlincollins@best.com,3/27/16,Grey Sweater,$19.99 ,6,27.164414,13.334727,12/31/94,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/535.17.7 (KHTML, like Gecko) Version/5.1 Safari/535.17.7",TRUE,0
4626,Robert Tyler,"0443 Rowe Road Kiaraland, KY 07283",001-032-325-0348x524,monicaacosta@clark.com,5/8/98,Blue Sweater,$19.99 ,3,-75.6067925,149.215886,3/16/13,Opera/9.20.(X11; Linux x86_64; ayc-PE) Presto/2.9.161 Version/11.00,TRUE,0
4627,Kenneth Thompson,"184 Evans Landing East Bradleytown, NM 60598",504.973.9881,hharrell@hotmail.com,8/6/12,Black Leggings,$22.50 ,1,-37.0799725,47.920617,2/12/19,Mozilla/5.0 (Android 4.4; Mobile; rv:59.0) Gecko/59.0 Firefox/59.0,FALSE,1
4628,Sandra Lynn,"5603 Hudson Parks East Kevin, RI 73152",274.547.6051,rachelwalker@yahoo.com,9/3/18,Dark Blue Slacks,$10.99 ,5,-4.5545785,-125.136343,7/2/19,"Mozilla/5.0 (iPhone; CPU iPhone OS 4_2_1 like Mac OS X) AppleWebKit/535.2 (KHTML, like Gecko) FxiOS/11.0o4007.0 Mobile/94V665 Safari/535.2",TRUE,0
4629,Tyler West,"896 Alexis Via Huangmouth, ND 38695",001-552-594-6186x519,yjuarez@yahoo.com,10/21/79,Pink Sweater,$19.99 ,1,9.170538,-59.559486,3/16/12,Mozilla/5.0 (Android 5.0.1; Mobile; rv:42.0) Gecko/42.0 Firefox/42.0,TRUE,1
4630,Amanda Fuentes,"67850 Derek Lakes Apt. 847 South Ian, PA 13893",001-395-922-9410,landerson@gmail.com,9/28/67,Dark Blue Slacks,$10.99 ,1,15.2615625,-140.27899,4/12/96,Mozilla/5.0 (Android 4.1.2; Mobile; rv:21.0) Gecko/21.0 Firefox/21.0,FALSE,1
4631,Stephen Mccoy,"4746 Santana Forks Apt. 801 Port Davidtown, IL 82641",225-364-0024,michael18@yahoo.com,8/7/20,Dark Grey Suit,$10.99 ,1,39.206239,-73.588541,3/6/17,Mozilla/5.0 (Android 4.4.3; Mobile; rv:50.0) Gecko/50.0 Firefox/50.0,TRUE,0
4632,Margaret Dominguez MD,"61086 William Oval Ortegaton, WY 99581",+1-387-599-3646x568,xwagner@hotmail.com,6/24/06,Dark Blue Slacks,$19.99 ,5,-75.323367,-3.504702,1/23/96,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2017-05-06 16:00:41 Firefox/3.8,TRUE,0
4633,Brandon Bowen,"704 Young Cliff Blankenshipbury, CO 18744",001-097-366-4827,matthew33@hotmail.com,2/23/26,Pink Sweater,$22.50 ,1,33.126707,173.423751,5/1/08,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/47.0.808.0 Mobile/66K416 Safari/533.0",TRUE,0
4634,Lauren Chan,"5063 Dennis Common Tammyborough, DE 48481",3345069548,mark17@cain-jones.info,11/12/28,Grey Sweater,$10.99 ,3,18.2484445,-122.967866,7/23/02,Mozilla/5.0 (Macintosh; PPC Mac OS X 10 5_3; rv:1.9.2.20) Gecko/2017-02-01 14:11:49 Firefox/11.0,TRUE,0
4635,Christopher Strickland,"83545 Jackson Loop South Susan, ME 57823",+1-302-706-8776x884,angeladodson@gmail.com,8/17/13,White Blouse,$10.99 ,0,-71.0860335,2.311164,1/31/12,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/22.0.867.0 Safari/536.0",FALSE,1
4636,Courtney Pennington,"89032 Michael Hills Carlatown, SC 07225",282.891.9497x53510,xhernandez@richardson.com,11/17/18,Blue Sweater,$19.99 ,5,17.2555665,157.672142,9/29/95,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/42.0.803.0 Safari/534.0",TRUE,0
4637,Michelle Young,"83435 Cynthia Springs Apt. 545 Jonesfurt, NJ 02718",476.710.5012x0534,laura95@johnson.com,2/11/34,Dark Blue Slacks,$22.50 ,1,-0.035134,-31.73401,10/19/09,Opera/8.30.(X11; Linux i686; th-TH) Presto/2.9.164 Version/12.00,TRUE,0
4638,Brooke Harper,"009 Santana Shoals Suite 459 Claireton, WI 98998",722.603.0761x5982,zrowe@potts.com,7/7/14,Dark Blue Slacks,$19.99 ,6,-52.7867505,-137.577525,11/20/13,Opera/9.37.(X11; Linux i686; nds-NL) Presto/2.9.187 Version/10.00,FALSE,1
4639,Francisco Tran,"618 Kimberly Spring Barrettborough, NH 02369",(301)139-1766,rachelduke@williams-conrad.info,11/26/34,Pink Sweater,$19.99 ,6,4.973601,-68.6781,12/8/19,Opera/9.44.(Windows 95; tig-ER) Presto/2.9.165 Version/12.00,FALSE,1
4640,Jill Bishop,"781 Ashley Mills Courtneyland, AL 09236",346-967-3869,hlucas@stephenson-alvarado.net,1/29/52,Dark Grey Suit,$55.99 ,0,83.642331,-133.550592,6/11/21,Opera/9.54.(X11; Linux i686; raj-IN) Presto/2.9.166 Version/11.00,TRUE,1
4641,Bradley Wilson,"710 Johnson Views Paigeport, TN 02222",001-678-644-2489x6464,hulltammy@taylor-turner.org,6/1/20,Black Leggings,$19.99 ,0,35.5130625,-66.583482,7/17/09,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 6.2; Trident/3.1),FALSE,1
4642,Carol Gould,"3283 Tammy Groves Whiteburgh, MO 37511",096.960.8952x28447,thorntonrachel@yahoo.com,7/28/15,Grey Sweater,$55.99 ,3,-74.719658,-84.705612,5/1/08,Mozilla/5.0 (compatible; MSIE 9.0; Windows 98; Trident/5.1),TRUE,0
4643,Kayla Taylor,"323 Steven Falls Apt. 985 Hamiltonmouth, MA 61449",(685)502-5221,amandahoward@gmail.com,7/5/70,Grey Sweater,$22.50 ,2,-17.577163,137.359712,4/4/12,Mozilla/5.0 (Windows NT 6.2; cv-RU; rv:1.9.2.20) Gecko/2019-03-24 11:53:44 Firefox/7.0,FALSE,0
4644,Matthew Blankenship,"5522 Villanueva Roads Suite 731 North Ericshire, VA 09013",9765941795,nroberts@page.org,7/9/59,Dark Grey Suit,$10.99 ,2,8.5303485,170.804759,7/3/19,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2019-05-09 21:49:57 Firefox/3.6.18,FALSE,1
4645,Jesse Spence,"59258 Horton Circles West Jessicamouth, SC 21166",+1-103-747-7874x9961,tammy05@yahoo.com,10/26/20,White Blouse,$10.99 ,4,61.998617,-76.461312,11/23/08,Opera/8.26.(Windows NT 6.2; apn-IN) Presto/2.9.186 Version/10.00,FALSE,0
4646,Catherine Lang,"131 Smith Orchard Scottshire, NV 88723",537.523.0982x14004,raven13@young.com,12/24/19,Blue Sweater,$22.50 ,4,31.032665,109.325748,12/15/07,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/531.9.1 (KHTML, like Gecko) Version/4.0.3 Safari/531.9.1",FALSE,1
4647,Phillip Martinez,"270 Wood Extensions Edwardsfort, AL 18060",001-346-732-2977x191,carmenroberts@bradley.com,9/23/81,Grey Sweater,$10.99 ,0,75.598381,-81.965906,1/26/12,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10 8_7 rv:2.0; uk-UA) AppleWebKit/532.29.4 (KHTML, like Gecko) Version/4.0 Safari/532.29.4",FALSE,1
4648,Tyrone Scott,"992 Frederick Station Lake Cody, CT 24923",001-802-833-4298,christopher97@reyes.com,7/19/47,Dark Grey Suit,$10.99 ,4,45.9723735,104.373545,7/27/01,Mozilla/5.0 (Android 7.0; Mobile; rv:68.0) Gecko/68.0 Firefox/68.0,FALSE,0
4649,Justin Velazquez,"2843 Baker Court East Crystal, MI 74083",(665)701-6106x3403,singhpaula@hotmail.com,2/17/33,Blue Sweater,$10.99 ,6,-52.325522,5.955079,10/3/11,Mozilla/5.0 (Android 3.1; Mobile; rv:63.0) Gecko/63.0 Firefox/63.0,TRUE,1
4650,Joshua Smith,"20302 Donna Loaf Apt. 765 Matthewmouth, SD 27955",001-223-376-3371,charles05@hotmail.com,3/8/65,Dark Blue Slacks,$55.99 ,3,-22.048887,129.015137,11/1/19,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.0; Trident/5.0),FALSE,0
4651,Matthew Duffy,"3403 Guerrero Points Bradchester, AL 24469",715.708.0322,michellekelly@yahoo.com,12/3/41,Black Leggings,$10.99 ,6,8.653138,-5.524046,10/18/99,"Mozilla/5.0 (Windows; U; Windows 95) AppleWebKit/534.43.1 (KHTML, like Gecko) Version/5.0.1 Safari/534.43.1",FALSE,1
4652,Kevin Patterson,"06547 Billy Street Davidville, MO 07525",2877098186,jasminefisher@yahoo.com,8/5/93,Pink Sweater,$19.99 ,2,26.9985725,173.811216,12/6/19,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 4.0; Trident/4.1),TRUE,1
4653,Kirsten Lynn,"414 Rebecca Unions Apt. 261 South Michaelland, MO 92082",+1-081-582-3593x4177,laura11@trevino.net,1/4/85,Grey Sweater,$22.50 ,5,-57.785445,129.428255,12/25/13,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; vi-VN) AppleWebKit/534.39.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6534.39.7",FALSE,1
4654,Natalie Scott,"9904 James Trail Apt. 544 New Sabrina, NY 14586",972-027-4771x825,rdixon@hotmail.com,9/4/03,Pink Sweater,$22.50 ,0,71.851361,15.731285,8/27/97,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/3.1),TRUE,1
4655,Natalie Spencer,"202 Joseph Plaza Suite 722 Johnsonshire, IN 54993",001-975-586-3488,proctorangel@yahoo.com,9/10/83,White Blouse,$19.99 ,0,-53.6507545,114.917831,5/22/08,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; tk-TM) AppleWebKit/535.42.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6535.42.4",TRUE,0
4656,Mr. James Pearson DVM,"129 Taylor Courts North Jennifer, DC 03990",001-178-419-8054x217,brooksdawn@hotmail.com,2/15/82,Blue Sweater,$55.99 ,3,1.437764,157.238119,9/10/05,Mozilla/5.0 (Macintosh; PPC Mac OS X 10 9_5; rv:1.9.2.20) Gecko/2018-06-22 22:14:55 Firefox/3.6.20,TRUE,0
4657,Jessica Simpson,"4106 Bentley Dale Lake Tinaville, WI 14076",(179)716-3729,joann87@lewis-jones.com,6/12/55,Dark Blue Slacks,$19.99 ,0,-24.339608,99.596638,6/18/95,Opera/8.77.(X11; Linux i686; se-NO) Presto/2.9.190 Version/12.00,TRUE,1
4658,Nicole Reed,"55010 Andrew Crossroad Suite 952 Longview, CT 67375",(617)108-4360x6806,sandovalsean@riley-roman.net,4/21/28,Blue Sweater,$10.99 ,0,22.142519,136.569081,9/3/20,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/534.2 (KHTML, like Gecko) FxiOS/12.3j4704.0 Mobile/71B201 Safari/534.2",TRUE,1
4659,Destiny Combs,"4038 Cantrell Loop Suite 077 Port Tracy, WI 82119",(769)142-0816,wendymurphy@yahoo.com,8/27/10,Grey Sweater,$22.50 ,0,26.166334,20.861245,1/24/98,Opera/9.39.(X11; Linux x86_64; ps-AF) Presto/2.9.163 Version/10.00,TRUE,0
4660,Andrew Gomez,"26194 Hannah Cove Gibbshaven, NY 78834",263.042.2315x524,kennedydavid@yahoo.com,12/30/29,Blue Sweater,$19.99 ,3,-16.982892,-94.306015,9/18/06,Mozilla/5.0 (Windows 95; so-DJ; rv:1.9.0.20) Gecko/2014-04-25 18:48:10 Firefox/3.6.8,FALSE,0
4661,Robert Murray,"85366 Booker Isle Apt. 328 New Johnborough, MT 88538",(728)961-4355,kara86@beck.com,3/28/47,Pink Sweater,$55.99 ,0,32.294915,-74.714766,11/6/11,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/4.0),FALSE,1
4662,Amanda Manning,"4838 John Isle Apt. 429 East David, WA 80234",3752941988,hornegary@yahoo.com,5/18/92,Dark Blue Slacks,$22.50 ,2,66.197606,96.194828,9/21/95,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/531.2 (KHTML, like Gecko) CriOS/60.0.842.0 Mobile/19V345 Safari/531.2",FALSE,0
4663,Debbie Cantu,"37551 Martin Isle South Ricky, MS 27548",001-879-336-5008x7850,fmurray@yahoo.com,8/16/58,Grey Sweater,$10.99 ,4,25.2699285,102.464727,6/20/96,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ve-ZA) AppleWebKit/535.25.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6535.25.6",FALSE,1
4664,Paul Hamilton,"9970 Flores Trail Lake Karen, DE 19403",3100283855,osanchez@yahoo.com,7/1/33,Dark Grey Suit,$22.50 ,0,-8.6364365,-156.102278,9/30/03,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2014-02-08 07:28:49 Firefox/15.0,FALSE,0
4665,Andrea Buchanan,"80104 Donna Extension West Travis, NM 00648",816.218.2102,craig78@sherman.info,4/7/21,White Blouse,$10.99 ,6,-55.4504445,-135.907405,2/4/18,"Mozilla/5.0 (iPad; CPU iPad OS 14_2 like Mac OS X) AppleWebKit/536.1 (KHTML, like Gecko) CriOS/58.0.850.0 Mobile/17Y150 Safari/536.1",TRUE,1
4666,Dennis Brown,"594 Christine Road Apt. 468 East Christina, RI 32405",-3745,vrodriguez@smith-jackson.com,1/28/57,Dark Blue Slacks,$19.99 ,6,-31.6464495,33.789357,1/19/19,Opera/9.92.(Windows NT 10.0; sd-PK) Presto/2.9.188 Version/10.00,TRUE,1
4667,James Johnson,"68969 Humphrey Fall Apt. 455 Leachmouth, OR 05059",5237620366,stephaniesalinas@howell-stout.biz,1/23/18,Dark Blue Slacks,$10.99 ,1,-89.380888,-116.830173,10/6/97,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10 11_8) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/26.0.825.0 Safari/531.0",FALSE,1
4668,Ryan Torres,"291 Campbell Run New Miguelchester, WA 17115",456.298.4720x83966,glewis@yahoo.com,12/18/59,Grey Sweater,$19.99 ,1,-87.012874,73.889229,1/23/15,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/531.18.2 (KHTML, like Gecko) Version/4.0.4 Safari/531.18.2",TRUE,1
4669,Laurie Spence MD,"836 Catherine Orchard Townsendside, NY 15592",(678)417-6138x1751,jonesrenee@yahoo.com,5/14/90,Dark Blue Slacks,$55.99 ,4,21.0851285,-57.484388,9/4/17,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2021-01-03 18:39:54 Firefox/3.8,TRUE,0
4670,Dwayne Simmons,"6802 Klein Trafficway Waltertown, UT 99375",336-682-4722,johnsonteresa@smith-best.net,10/31/36,Blue Sweater,$19.99 ,3,9.320635,95.204372,4/9/21,Mozilla/5.0 (Android 4.2.2; Mobile; rv:53.0) Gecko/53.0 Firefox/53.0,FALSE,1
4671,Megan Johnson,"516 Sanchez Squares Apt. 316 Port Bianca, MN 04147",200-849-5277x903,thompsonbrendan@gmail.com,8/29/01,Pink Sweater,$19.99 ,2,-83.979228,-68.761213,1/16/94,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/51.0.861.0 Safari/532.1",TRUE,0
4672,Stephen Gordon,"0172 Paul Point Suite 276 East Sierramouth, CA 55481",455-564-7741x706,zrodriguez@yahoo.com,6/4/19,Dark Blue Slacks,$19.99 ,4,-61.8939315,-69.6834,11/18/91,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/10.8d1472.0 Mobile/97J954 Safari/532.2",TRUE,1
4673,Robert Huang,"64028 Hayes Lock Lake Danielstad, NJ 49202",370-933-3477x713,matthewcarpenter@ramirez-white.org,4/22/24,Grey Sweater,$55.99 ,4,-44.8116945,151.61563,7/10/92,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/43.0.885.0 Safari/531.0",TRUE,1
4674,Richard Shepherd,"012 David Mission Suite 394 Maldonadoton, MT 78954",290.652.3598x09197,icrawford@miller.org,3/10/98,Dark Blue Slacks,$55.99 ,4,84.244154,66.738766,11/15/03,Mozilla/5.0 (Macintosh; PPC Mac OS X 10 11_4; rv:1.9.5.20) Gecko/2020-04-16 14:03:55 Firefox/14.0,TRUE,0
4675,Brian Madden,"0999 Julie Trail Apt. 671 New Joel, NJ 91746",+1-615-094-2447x9687,wrightdavid@perez.net,9/11/11,Grey Sweater,$22.50 ,0,36.197229,176.196954,4/17/02,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/5.1),TRUE,1
4676,David Thompson,"86331 Finley Prairie Michaelton, NH 71069",001-919-425-0533,mitchellbradley@bruce.biz,3/9/17,Blue Sweater,$22.50 ,3,-64.752982,14.050646,3/11/15,Mozilla/5.0 (compatible; MSIE 6.0; Windows 98; Win 9x 4.90; Trident/3.1),TRUE,0
4677,Kimberly Hernandez,"50795 Jeffrey Loop Travisland, PA 43397",429.691.5483x04698,amandajensen@chen-cook.net,8/17/73,Dark Blue Slacks,$10.99 ,4,-22.2814385,-175.666081,3/13/08,Mozilla/5.0 (compatible; MSIE 5.0; Windows CE; Trident/5.1),TRUE,0
4678,Destiny Snyder,"9362 Cody Fall Davidport, ND 28490",(249)066-5781,mikealvarez@brown.com,3/16/85,White Blouse,$10.99 ,0,82.0472175,-80.227113,8/10/01,"Mozilla/5.0 (iPad; CPU iPad OS 9_3_5 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/56.0.815.0 Mobile/98R966 Safari/533.2",TRUE,1
4679,Tracy Dalton,"2655 Edward Crossroad North Tammybury, FL 99220",001-450-930-2845x0320,usanders@olson.net,1/31/27,White Blouse,$10.99 ,3,72.6370435,113.498676,7/3/11,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/532.49.6 (KHTML, like Gecko) Version/4.0.2 Safari/532.49.6",TRUE,0
4680,Annette Jones,"3578 Chapman Mount Hardinport, IL 58840",799.089.5634x771,longsarah@yahoo.com,7/30/97,Blue Sweater,$22.50 ,2,10.7042395,102.186644,4/19/17,"Mozilla/5.0 (Linux; Android 4.2.2) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/19.0.822.0 Safari/533.2",FALSE,1
4681,Mrs. Monica Lang,"67304 Good Burg Apt. 967 Smithtown, MN 42721",6355837503,wbrennan@hotmail.com,1/22/71,Blue Sweater,$10.99 ,2,-49.2776685,2.497263,11/19/14,Opera/8.62.(Windows NT 5.2; vi-VN) Presto/2.9.181 Version/12.00,TRUE,1
4682,Robert Murphy,"686 Nichole Views Apt. 130 Andersonshire, FL 02970",422.738.8817,xroberts@hotmail.com,9/26/66,Pink Sweater,$55.99 ,0,-48.1692935,-142.866518,3/21/97,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/4.1),FALSE,0
4683,David Hernandez,"51039 Daugherty Lights Troyshire, LA 79546",473-706-0512x092,taragarza@hotmail.com,2/26/39,Black Leggings,$22.50 ,5,79.359757,66.305347,4/7/04,"Mozilla/5.0 (Linux; Android 4.0.3) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/52.0.886.0 Safari/535.1",FALSE,1
4684,Barbara Cohen,"908 Sharp Prairie Roymouth, CO 94334",675.226.9415x12113,timstout@gmail.com,8/12/00,Dark Grey Suit,$19.99 ,3,-8.2041165,-41.04465,7/24/98,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 4.0; Trident/3.1),TRUE,1
4685,Isaiah Malone,"07071 Malone Ranch Suite 600 East Bryan, MS 39571",169-732-2257x14506,ihodges@smith-parker.info,7/27/53,Blue Sweater,$22.50 ,3,-6.5589675,-57.16676,11/5/09,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/49.0.826.0 Safari/532.2",TRUE,1
4686,Scott Ferguson,"3239 Jennifer Plaza Apt. 473 Lake Scotttown, MI 33266",448.196.0880x164,dprice@yahoo.com,4/17/81,Dark Grey Suit,$55.99 ,1,-26.374532,174.488156,8/15/20,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10 11_0 rv:5.0; nl-BE) AppleWebKit/531.49.1 (KHTML, like Gecko) Version/5.0 Safari/531.49.1",TRUE,0
4687,Dana Peters,"920 David Alley Port Michael, SC 66280",275.100.7430x16015,elizabeth89@moore.info,12/27/12,Pink Sweater,$10.99 ,1,-78.351569,-29.521229,4/12/02,Mozilla/5.0 (compatible; MSIE 7.0; Windows 98; Trident/5.1),FALSE,1
4688,Alexandra Stevenson,"4657 Derrick Springs Apt. 197 Merrittton, LA 54537",530-194-0091,sosamelissa@hotmail.com,12/21/16,Grey Sweater,$19.99 ,1,84.019549,-129.828969,10/12/95,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/531.4.2 (KHTML, like Gecko) Version/4.0.1 Safari/531.4.2",FALSE,0
4689,Meghan Gilbert,"35714 Morris Wells Williamshaven, NE 07244",001-247-300-6330,gpaul@hotmail.com,5/5/00,Dark Blue Slacks,$22.50 ,3,30.6852555,80.639021,8/7/13,Opera/8.70.(X11; Linux i686; en-CA) Presto/2.9.186 Version/10.00,FALSE,0
4690,Sarah Nguyen,"8598 Powell Spurs New Chelsey, SC 33585",(158)922-0844,melanie46@hotmail.com,4/2/67,Black Leggings,$10.99 ,3,10.6392495,-158.974609,10/23/92,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/534.1 (KHTML, like Gecko) FxiOS/18.0h6135.0 Mobile/35R643 Safari/534.1",TRUE,1
4691,Dustin Miller,"577 Michael Creek Apt. 020 Georgeborough, VA 02500",(512)635-1320,paige52@sanchez.com,7/7/06,White Blouse,$19.99 ,2,12.953918,5.264885,3/3/17,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.2; Trident/4.1),FALSE,0
4692,Chad Johnson V,"13317 Parker Rue Suite 982 East Kimberly, IN 24483",655-324-8136x6191,jonathan19@hotmail.com,3/12/22,White Blouse,$55.99 ,4,64.5250755,165.248839,2/25/16,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/533.2 (KHTML, like Gecko) Chrome/56.0.884.0 Safari/533.2",TRUE,1
4693,Anthony Snyder,"197 Sydney Hills Apt. 165 Maryton, NC 53987",264.423.0273x228,lauren65@roberts.info,11/13/32,Black Leggings,$55.99 ,5,-8.2843245,103.409344,11/23/96,Opera/9.54.(X11; Linux x86_64; gv-GB) Presto/2.9.180 Version/12.00,FALSE,1
4694,Dana Phillips,"209 Meyer Fall Frankmouth, IL 96828",001-296-226-5389x166,heatherprice@yahoo.com,1/23/11,Grey Sweater,$22.50 ,4,78.0549375,175.394264,12/31/06,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/23.0.818.0 Safari/534.1",FALSE,1
4695,Brooke Monroe,"45929 Weiss Place Mortonshire, ID 79512",162-253-2710x542,johnallen@gmail.com,1/9/90,Blue Sweater,$55.99 ,2,-53.5550525,-30.428213,12/15/95,Opera/8.98.(Windows NT 5.01; hy-AM) Presto/2.9.183 Version/12.00,TRUE,0
